"stopId","stopName","stopLat","stopLon","wheelchairBoarding"
444,"Travai Al Nuoto / Muse",46.064556,11.120926,1
462,"Verona Einaudi",46.052915,11.129683,1
471,"Gazzadina Al Molar",46.130605,11.130767,2
476,"Villazzano 'Villa Tambosi'",46.043867,11.14023,1
2348,"Marco Via Ii Novembre 30",45.847797,11.011652,0
495,"Spini 'Zona Ind.Le Ftm'",46.118028,11.103638,2
1280,"Corso Bettini 'Mart'",45.893031,11.043616,1
1311,"Piazzale Orsi Stazione Fs",45.890189,11.03427,1
2612,"Mechel Civ. 19",46.349423,11.020085,0
1313,"Piazzale S.Giorgio Est",45.89551,11.029591,0
1320,"Piazza Battisti",45.890071,11.043906,0
1332,"S.Ilario Via Monti",45.91099,11.040806,2
1339,"Sp.2 Noriglio",45.884263,11.070323,2
1376,"Via Driopozzo Bivio Solatrix",45.899638,11.044451,2
1393,"Via Pasubio Viale Vittoria",45.887211,11.030668,1
1401,"Via Saibanti",45.888163,11.036728,0
1408,"Via Unione Scuole Degasperi",45.885236,11.023282,2
1443,"Viale Del Lavoro 'Rovercenter'",45.863613,11.027012,2
2241,"Maso Mortal",45.882917,11.07947,2
2242,"Moietto",45.894865,11.086017,0
2275,"Mori Stazione Via Stazione",45.861992,11.000505,2
4231,"Trento Casa Girelli",46.048138,11.131115,0
2325,"Noriglio Via Valteri",45.88614,11.06526,2
2329,"Via Vicenza Via Asiago",45.885561,11.059525,2
2383,"Guardini 'Centochiavi'",46.092561,11.11858,1
2423,"Maso Rossi Aichner",46.105166,11.100786,2
2432,"Sanseverino Verdi",46.065846,11.114266,1
2448,"Ghiaie 'Sc. Materna'",46.124931,11.099736,2
2481,"Viale Dei Colli Via Vallunga",45.891091,11.049783,2
2489,"Pranzelores 'Tridente'",46.086557,11.120064,1
2527,"Via Eremo",46.067996,11.175565,0
2538,"Verona 'Big Center'",46.045691,11.131061,1
2549,"Povo 'Polo Sociale' Cap.",46.065613,11.158009,1
2664,"Spini Loghét",46.120499,11.091086,1
2667,"Fersina 'Campi Da Tennis'",46.044826,11.122297,1
2699,"Ss.12 'Rovercenter'",45.864206,11.02905,2
2707,"Via Unione 'Residenza Eos'",45.893295,11.027254,2
2776,"Via Zigherane",45.87959,11.02331,2
2790,"Spini 'Casa Circondariale'",46.127009,11.096719,1
2797,"Interporto 'Fercam'",46.108238,11.0916,1
2814,"Mattarello Gotarda",46.009941,11.128458,2
2852,"Marco Via S.Romedio",45.847437,11.003378,2
2878,"Ossario Castel Dante",45.871891,11.035445,0
1703,"Biacesa",45.86505,10.805388,0
2891,"Noriglio Parco Alle Pozze",45.884317,11.065743,2
2899,"Via Unione 'Residenza Eos'",45.893502,11.027541,2
2914,"Noriglio Parco Alle Pozze",45.884247,11.065179,2
2950,"Mattarello 'Parco'",46.007874,11.131417,1
2963,"Via Brigata Mantova",45.868386,11.036301,0
5385,"Manzano-Bivio",45.864482,10.950221,0
2993,"Via Del Garda Via Porte Rosse",45.872891,11.028586,2
3003,"Strada Degli Artiglieri",45.869985,11.03645,0
74,"Trento-Stazione Fs",46.0726,11.120056,0
77,"Trento-Assoc. Artigiani",46.082969,11.12031,0
579,"Ponte Alto",46.073787,11.150439,0
722,"Trento-Off.Conotter",46.075974,11.101123,0
724,"Montevideo",46.080369,11.098522,0
839,"Cadine",46.088855,11.064513,0
842,"Trento-Loc. S.Antonio",46.069885,11.100439,0
1081,"S.Lucia",46.003275,11.840815,0
1580,"Pra' di Bondo",45.996292,10.69068,0
1624,"Roncone",45.984559,10.672081,0
1627,"Forti di Lardaro",45.963004,10.658392,0
1825,"Pian Dei Pradi",45.979043,11.237369,0
2326,"Vattaro-Maso Fosina",45.997039,11.211763,0
216,"Povo Salé",46.062016,11.150851,2
220,"San Donà 'Chiesa'",46.072152,11.138406,2
846,"Candriai",46.065417,11.083408,0
848,"Centro A.Degasperi",46.059629,11.077756,0
1108,"Trento-C.So Tre Novembre",46.062416,11.123713,0
1111,"Trento Viale Verona Big Center",46.045612,11.130966,0
1128,"Rovereto-Difr.Rist.Cristina",45.881366,11.03186,0
1131,"Centro Commerciale Millenium",45.86879,11.014188,0
1140,"Nago",45.878476,10.890669,0
1171,"Nago",45.878302,10.890542,0
1179,"Rovereto-Rist.Cristina",45.881389,11.032067,0
1181,"Rovereto-V.Le Trento",45.900353,11.042123,0
1467,"Dro",45.961474,10.910726,0
1528,"Gardolo-Zona Ind.Le",46.105316,11.100608,0
1530,"Trento-Ospedale S.Chiara",46.058154,11.132919,0
1534,"Trento-P.Zza Venezia",46.067676,11.126902,0
1769,"Mattarello-Ex St.Vestimenta",46.000537,11.126173,0
1770,"Mattarello-Ss 12",46.010331,11.128951,0
1774,"Romagnano-Sp 90 Km 20",46.002046,11.104938,0
1799,"Romagnano Bivio",46.016038,11.107805,0
1808,"Trento-Piazza Vicenza",46.062177,11.132905,0
1865,"Rovereto-Via Paoli",45.891149,11.039963,0
1867,"Rovereto-Via Calcinari",45.886539,11.044667,0
1898,"Marco-Officina",45.843877,11.008605,0
1931,"Rovereto-Via Cavour",45.887281,11.034552,0
2020,"Rovereto-Viale Schio Civ. 19",45.883683,11.043476,0
2021,"Rovereto-Via Zugna Civ. 13",45.884371,11.046558,0
2187,"Rovereto-Fs Sud",45.89032,11.034004,0
2242,"Rov.-C.Rosmini Pt",45.891069,11.041276,0
2264,"Ss.12 S.Ilario/Via Stroperi",45.913228,11.044675,0
2266,"Vason-Sp85 Al Km 17",46.042742,11.061772,0
2561,"Rallo Bivio",46.350029,11.051765,0
2680,"Tuenno-Sud",46.32147,11.021827,0
2683,"Santa Giustina",46.346039,11.060428,0
4387,"Tassullo-Ss 43 Cementificio",46.349409,11.055871,0
4389,"Pian Dei Pradi-Rotatoria",45.978337,11.236205,0
4467,"Rallo-Via Nuova Civ. 103",46.341089,11.045511,0
4748,"Pavillo-Via De Le Bas Cere",46.329184,11.042764,0
4916,"Nanno-Via Bergamo Civ. 5",46.319385,11.046685,0
5147,"Portolo-Via San Tomaso",46.305004,11.056616,0
237,"Sopramonte 'Bunaga'",46.06973,11.057698,1
240,"Spini Linz",46.11855,11.096708,2
244,"Spré S.Lucia",46.069214,11.161151,2
248,"Tavernaro Centro",46.081448,11.154819,2
249,"Tavernaro Centro",46.081579,11.155098,1
252,"Tavernaro 'Villa Clementi'",46.080906,11.157521,2
260,"Adamello Gorizia",46.059853,11.132395,2
263,"M. Rossi 'Stella D.Mattino'",46.107331,11.100406,2
269,"Apuleio 'Case Degasperi'",46.073284,11.115482,1
273,"Asiago 'Bellevue'",46.053209,11.136495,2
281,"Bettini 'Nido Mad. Bianca'",46.040477,11.135351,1
284,"Bolghera 'S.Antonio'",46.058155,11.131199,1
288,"Ss 12 Canova",46.098985,11.111739,1
292,"Brennero 'Bren Center'",46.091461,11.115591,1
296,"Brennero 'Magnete'",46.089442,11.116527,1
300,"Brennero 'Tridente'",46.086479,11.118447,1
304,"Caneppele Goio",46.094476,11.105228,2
308,"Martignano Cesarini",46.086271,11.129177,2
1310,"Nomi Piazza Springa",45.928891,11.072085,2
2248,"Mori Piazzale Kennedy",45.851716,10.979141,1
2820,"Povo Pantè",46.063947,11.15056,2
2827,"Via Monte Pipel",45.895096,11.057074,0
62,"Canazei-Hotel Faloria",46.47144,11.77794,0
2426,"Trento-Staz. Ftm",46.074288,11.120767,0
2548,"Trento-L.Go N. Sauro",46.074839,11.125033,0
2820,"Sardagna-Rotatoria",46.065664,11.095495,0
2918,"Zona Industriale Spini",46.118254,11.096919,0
3109,"Trento-Bellevue",46.053214,11.136442,0
3331,"Rovereto-Sc.Medie Negrelli",45.896365,11.043286,0
3872,"Rovereto-Via S.Maria. 66",45.884662,11.042891,0
4020,"Vaneze-Sp 85 Civ. 20",46.052109,11.073303,0
4066,"Mattarello-Via Nazionale",46.012407,11.130568,0
4084,"Rovereto C.So Rosmini 61",45.890963,11.037817,0
4265,"Lizzana-Rovercenter",45.864119,11.028967,0
4813,"Rovereto-Stazione Trenitalia",45.89182,11.034136,0
5151,"Rovereto-Fermata Trenitalia",45.890326,11.03385,0
5483,"Mattarello-Via Catoni",46.003128,11.126824,0
5625,"Mori di Fronte Mc Donalds",45.860462,11.001507,0
5201,"Zona Industriale'Luxottica' R",45.865303,11.018506,0
5708,"Trento-Via Segantini",46.075474,11.122352,0
311,"Conci De Riccabona",46.039406,11.140409,1
315,"Degasperi Anna Frank",46.051099,11.123052,1
322,"Dei Mille 'Villa Igea'",46.06249,11.127802,1
326,"Martignano Costiole",46.092513,11.132436,2
330,"Dos Trento Apuleio",46.073022,11.114843,1
340,"Ss 349 Pozzata",46.039534,11.14407,2
2240,"Maso Mortal",45.882809,11.079507,2
344,"Gerola 'Ospedale S.Chiara'",46.058389,11.133087,1
348,"Giusti Pascoli",46.060364,11.118908,1
351,"Gocciadoro 'Poliambulatori'",46.055618,11.132178,1
360,"Maccani 'Rotatoria'",46.082766,11.114831,1
364,"Maccani Campotrentino",46.08549,11.112579,2
369,"Maccani 'Polizia Locale'",46.090562,11.108259,1
373,"Manci Galasso",46.069881,11.12247,2
2391,"Via Rovigo",45.880485,11.03814,0
376,"Villazzano Marzola",46.046672,11.148788,2
377,"Villazzano Marzola",46.046549,11.149058,2
382,"Menguzzato Al Casteller",46.038222,11.134508,2
390,"Quattro Strade",46.07615,11.128131,0
395,"Muredei Benevoli",46.053728,11.118206,2
400,"Pasubio Adamello",46.06003,11.133381,1
404,"Rosmini 'Cimitero' / Muse",46.064185,11.119431,1
407,"Rosmini S.Maria Maggiore",46.0681,11.118642,1
411,"S.Pietro Degli Orbi",46.069404,11.124511,2
1366,"Via Cavour",45.88709,11.03824,0
415,"S.Pio X Benevoli",46.053806,11.120736,1
421,"Segantini Dogana",46.074211,11.12146,2
428,"Gardolo Soprasasso",46.105677,11.107554,2
431,"Parco Del Dos Trent",46.073381,11.107449,0
435,"Vela S.Giorgio",46.076202,11.105081,2
1326,"Pomarolo Chiesa",45.926469,11.045297,2
1329,"Pomarolo Via Degasperi",45.926217,11.042436,2
1425,"Villa Lagarina Via Alpini",45.91475,11.033819,2
1429,"Villa Lagarina V. Zandonai",45.912508,11.031747,2
2215,"Brancolino",45.902185,11.020153,2
2218,"Brancolino Sp.90",45.900853,11.02041,1
2223,"Castellano Centro",45.923356,11.007702,2
2229,"Folaso",45.887066,11.001261,2
2233,"Isera Cimitero",45.888588,11.011862,2
2255,"Nogaredo Municipio",45.912062,11.023051,2
2260,"Nogaredo Scuole Elementari",45.90932,11.022346,2
2271,"Pedersano Centro",45.918006,11.019786,2
1069,"Ponte Oltra",46.060534,11.763205,0
1594,"Ponte Cimego",45.915356,10.621384,0
2316,"Ss. 240-Mariani",45.870294,11.016687,0
2719,"Ruffre'",46.416263,11.176873,0
449,"Largo Prati",46.057417,11.11743,0
453,"Venezia 'Corallo'",46.069162,11.136348,1
456,"Zambra 'Ist. D'arte Vittoria'",46.092337,11.116358,1
461,"Verona 'Questura'",46.047815,11.130991,2
466,"3 Nov. 'Ponte Cavalleggeri'",46.059292,11.12667,1
469,"Vigo Meano Piazza Stainer",46.131626,11.134225,1
473,"Villazzano Villa Belfonte",46.043515,11.149665,1
477,"Villamontagna P.Predaroi",46.086139,11.160226,1
481,"Villazzano 'Chiesa'",46.049549,11.144079,2
488,"Conci 'Villazzano 3'",46.041088,11.140552,1
493,"Spini 'Officine'",46.118172,11.100941,2
527,"Meano 'Centro Civico'",46.126522,11.116682,1
1281,"Corso Bettini 'Mart'",45.892816,11.043904,2
1285,"Corso Rosmini Via Savioli",45.890883,11.03801,1
1289,"Corso Verona Ospedale",45.881066,11.03962,2
1291,"Via Vicenza Via Cartiera",45.887187,11.05116,2
1296,"Sp.2 Loc. Beccache'",45.882087,11.071643,2
1305,"Marco Via Pinera",45.847568,11.011566,2
1316,"Piazzale S.Maria Ospedale",45.883616,11.040937,1
1323,"Piazza S.Marco",45.888708,11.045294,0
1334,"Sp.2 Loc. Beccache'",45.882063,11.071733,2
1343,"Lizzana Cristo",45.866956,11.030832,2
1358,"Via Benacense Via Fiume",45.881993,11.038495,1
1363,"Via Cavour Via Riva",45.887219,11.034767,1
1370,"Via Dante Mon. All'alpino",45.886729,11.040387,2
1374,"Viale Dei Colli S.Biagio",45.890313,11.050118,2
1380,"Via Giovannini",45.907026,11.043154,0
1385,"Via Balista",45.894967,11.032631,0
1389,"Via Paoli Piazza 25 Aprile",45.893116,11.040065,1
2274,"Ravazzone",45.860012,10.991223,2
2285,"Sp.20 S.Sisinio",45.924877,11.021092,2
2303,"Tierno Via Terra Nera",45.847758,10.983715,1
2333,"Villa Lagarina Via Magrè",45.917709,11.033243,1
2336,"Villa Lagarina V.Segantini",45.91624,11.034113,1
2341,"Volano Via Europa",45.916494,11.057177,2
2355,"Pomarolo Via Rossaro",45.92582,11.04749,2
2362,"Lago di Cei Albergo",45.948219,11.015835,2
2363,"Sp.20 Maso Tiaf",45.936511,11.008597,2
2365,"Castellano Centro",45.923278,11.007616,2
2370,"Lago di Cei",45.951042,11.023398,2
1702,"Pregasina",45.851215,10.824947,0
2739,"Bozzana",46.388715,10.98865,0
1404,"Piazzale Orsi Ist. Veronesi",45.891328,11.034569,1
1409,"Via Unione Scuole Degasperi",45.885564,11.02317,2
1414,"Viale Trento Via Brione",45.90177,11.041487,1
1417,"Viale Trento Via Salvetti",45.906689,11.04021,2
1421,"Viale Vittoria Fucine",45.886286,11.029023,1
1437,"Viale Caproni 'Sony'",45.865476,11.010393,2
1440,"Viale Dell'industria",45.871736,11.020685,0
1442,"Viale Del Lavoro 'Aticarta'",45.866718,11.023454,2
1445,"Via Sighele Stazione Fs",45.891265,11.035482,1
2120,"Zambra 'Top Center'",46.091075,11.117774,1
2265,"Noriglio Cassa Rurale",45.883717,11.069234,2
2281,"S.Ilario Iti",45.910932,11.04203,2
2294,"Ss.240 'Millennium Nord'",45.870588,11.017358,2
2300,"Senter",45.877509,11.089407,0
2310,"Via Driopozzo Bivio Solatrix",45.89872,11.044443,2
2330,"Viale Caproni 'Chizzola'",45.868365,11.02247,2
2376,"Grazioli 'Osp. S.Camillo'",46.065677,11.132418,2
2398,"Via Della Cisterna",45.867981,11.03482,0
2406,"Ghiaie 'Giardinerie'",46.052906,11.117029,1
2410,"Parcheggio Monte Baldo",46.057138,11.113787,0
2422,"Roncafort 'Asilo'",46.10073,11.10179,1
2426,"S.Lorenzo 'Funivia'",46.070304,11.117242,1
2435,"Brescia 'Ca Dei Gai'",46.073516,11.105355,2
2551,"Mori Via Del Garda",45.851921,10.972036,2
2686,"Isera P.Zza S.Vincenzo-E.",45.885396,11.00929,2
2747,"Lenzima Via Della Vittoria",45.877342,10.991623,2
2804,"Villa Lagarina 'Al Ponte'",45.913238,11.037377,2
2812,"Castellano Don Zanolli",45.926062,11.005714,2
2836,"Calliano Via Marcolini",45.931764,11.092775,2
2840,"Nomi Cantina Sociale",45.928339,11.07461,2
2859,"Ss.12 Campagnole",45.928851,11.093153,2
2619,"Scanna",46.396204,11.02574,0
2723,"Passo Mendola",46.416009,11.208159,0
2735,"Seio",46.416811,11.126723,0
2744,"Vervo'",46.307291,11.118663,0
2751,"Mollaro-Parcheggio Ftm",46.294247,11.067977,0
2761,"Hacleri-Sp 135 Km. 8.8",46.113461,11.324593,0
2763,"Ala-Albergo Città di Ala",45.754163,10.997392,0
2770,"Barco Zechinati",46.000894,11.32978,0
2776,"Cles-Piazza Fiera",46.367852,11.034999,0
5473,"Sanzeno Civ. 61",46.368681,11.078431,0
1605,"Storo",45.848809,10.578087,0
2446,"Ghiaie 'Zona Ind.Le Ftm'",46.119113,11.105302,2
2453,"Palazzine Maso S.Antonio",46.115041,11.101844,2
2458,"Gardolo Castel di Gardolo",46.113885,11.111224,2
2867,"Viale Zugna 48",45.884382,11.049309,0
165,"Piazza di Fiera",46.065221,11.123271,0
2474,"Via Vallunga Bivio M. Pipel",45.895243,11.05206,2
2482,"Viale Dei Colli Via Vallunga",45.891342,11.049818,2
2488,"Pranzelores 'Top Center'",46.089853,11.118524,1
2494,"Corso Verona Via Cainelli",45.87727,11.035963,2
2500,"Ss 45 'Scala'",46.077367,11.099792,2
2505,"Cognola 'Chiesa'",46.076326,11.141355,1
2510,"Sp.2 Bivio Per Cisterna",45.881281,11.075365,2
2520,"Verdi Inama",46.066496,11.117759,1
2525,"Eremo",46.068317,11.178756,0
2537,"Verona 'Big Center'",46.045763,11.130821,1
2542,"Via di Vittorio",45.863141,11.020959,0
2673,"Giardini Collina",46.068141,11.129681,2
2710,"Via Unione Scuole Filzi",45.888721,11.024219,1
2764,"Gard.D.Mezzo Maso Garbini",46.114494,11.116634,2
2783,"Spini 'Pal. Giano'",46.121743,11.094961,1
2786,"Spini Masadori",46.119922,11.0965,1
2789,"Spini Bregenz",46.117016,11.092579,2
2792,"Interporto 'Interbrennero'",46.110805,11.090865,1
2795,"Interporto 'Logistica 2'",46.106413,11.092253,1
2798,"Interporto 'Fercam'",46.108308,11.091777,1
2904,"Villa Lagarina 'Poste'",45.914403,11.033162,2
2909,"Besenello",45.941818,11.109937,2
2930,"Porte Via Miravalle",45.879937,11.047141,2
2934,"Porte Via Miravalle",45.879916,11.046859,2
3004,"Castellano Don Zan. Park",45.926214,11.007337,2
7,"Laghetti-Laag",46.271948,11.238975,0
10,"Castello di F.-Via Stazione",46.282069,11.428969,0
14,"Cavalese-P.Zza Partigiani",46.29189,11.455508,0
19,"Tesero",46.288877,11.510913,0
22,"Ziano di Fiemme",46.286634,11.559677,0
31,"Moena-Caserma Carabinieri",46.369532,11.652359,0
1277,"Cinte Tesino Bivio",46.067453,11.607539,0
37,"Vigo di Fassa",46.421404,11.676292,0
40,"Pera di Fassa",46.435925,11.690519,0
44,"Fontanazzo",46.469686,11.727819,0
2792,"Dro-Ss.45-Hotel Eden",45.970063,10.923463,0
2796,"Canale di Pergine V.",46.043635,11.227039,0
2801,"Montesover-Tornante",46.219136,11.325826,0
2845,"Via 13 Settembre",45.908302,11.041664,0
1655,"Stenico-Dologno",46.053473,10.873476,0
4854,"Saresin",46.206658,11.938458,0
2850,"Marco Parco Ex De Bellat",45.843535,11.007471,2
2854,"Mori Stazione",45.860969,11.001673,2
2864,"Viale Schio",45.88369,11.043651,0
2786,"S.Giacomo di Brentonico",45.798773,10.919616,0
2872,"Rsa S.Bartolomeo",46.048672,11.134149,0
2876,"Via Fornaci 'Dana'",45.854456,11.004106,2
2886,"Via Vicenza Via Asiago",45.885484,11.059421,2
2897,"Sp.23 'Nero Cubo'",45.855421,11.002179,2
2900,"Monte Ghello",45.887462,11.066109,2
2923,"Cadine Della Fornas",46.087159,11.069039,2
2926,"Borgo S.Caterina",45.889827,11.039443,0
2938,"Via Fornaci Via Pineta",45.86477,11.005451,2
2946,"Mattarello Rozola",46.012703,11.131963,2
2949,"Mattarello 'Parco'",46.008471,11.13159,2
2953,"Mattarello Ex Stazione",46.007524,11.12676,2
2962,"Via Brigata Mantova",45.868215,11.036161,0
2966,"Via Tonetti",45.90285,11.037786,0
2970,"Vigo Meano Don Perugini",46.133144,11.133835,2
46,"Canazei-Hotel Caminetto",46.479175,11.759202,0
50,"Canazei-Difr.Hotel Faloria",46.471558,11.77782,0
60,"Alba di Canazei-Fun.Ciampac",46.458434,11.789039,0
65,"Canazei-Hotel Caminetto",46.479389,11.759638,0
68,"Pozza di Fassa",46.427925,11.683281,0
72,"Salorno-Salurn",46.240218,11.20719,0
83,"Lavis-Via Bresadola",46.143938,11.112489,0
87,"Mosana",46.1544,11.137231,0
92,"Ville di Giovo-Maso Roncador",46.162212,11.140586,0
97,"Lisignago",46.160168,11.187701,0
100,"Cembra",46.174956,11.221714,0
102,"Cembra-Loc.Molini",46.180271,11.228397,0
106,"Faver-Loc. Portegnago",46.197032,11.246634,0
111,"Capriana-Case Nuove",46.261033,11.339913,0
115,"Stramentizzo Bivio",46.266504,11.406487,0
123,"Molina di Fiemme-Via Segherie",46.272409,11.424124,0
132,"Lavis-Via Cembra 16",46.142757,11.105023,0
137,"Casatta di Valfloriana",46.250381,11.344532,0
141,"Palu' di Sicina",46.256917,11.363017,0
541,"Montesover-Carrozzeria",46.215296,11.328103,0
551,"Sorni",46.173837,11.120538,0
560,"Masi-Campo Sportivo",46.283459,11.480809,0
1945,"Bivio Nocchi",45.919068,11.198434,0
2986,"Via Circonvallazione",45.883391,11.03863,0
2990,"Parcheggio Via Lidorno",46.033496,11.125867,0
2,"Trento-Solteri Bivio Ss.12",46.084046,11.119732,0
562,"Masi di Cavalese",46.28328,11.485357,0
564,"Marco di Cavalese",46.290351,11.476383,0
568,"Carano",46.291789,11.438794,0
572,"Villaggio Veronza-Bv.Pizzeria",46.287843,11.428652,0
582,"Madrano-Belvedere",46.084668,11.210388,0
588,"Tressilla",46.128796,11.237227,0
594,"Piazze Bivio",46.155593,11.278561,0
598,"Bedollo",46.164985,11.301342,0
603,"Brusago-Civ. 4",46.186573,11.329595,0
607,"Bedollo",46.164986,11.301527,0
610,"Pinè Bivio",46.081958,11.196441,0
618,"Torchio",46.090705,11.197409,0
622,"Bampi Bivio",46.093747,11.190641,0
629,"Bosco di Civezzano",46.111066,11.170991,0
630,"Bosco-Loc. Canova",46.113877,11.175541,0
637,"Fornace-Via Dei Pradolini 4",46.120275,11.208422,0
641,"Albiano-Via Roma Civ.35",46.143814,11.198966,0
647,"Lases-Loc. Ronc Del Mela",46.149542,11.221571,0
651,"Sevignano",46.170787,11.247119,0
654,"Scancio di Segonzano-Snack Bar",46.19189,11.259595,0
660,"Sover-Loc. Mezauno",46.231131,11.318876,0
666,"Loc. Melae",46.263127,11.397791,0
675,"Pergine-Via Baratieri",46.063947,11.242777,0
1714,"Lenzumo",45.912386,10.726404,0
678,"Zivignago-Cons.S.Orsola",46.070153,11.257161,0
684,"Canezza-Maso Dràzeri",46.084557,11.277669,0
688,"S.Orsola-Loc.Mantovani",46.095743,11.289216,0
693,"S.Orsola-Loc.Donadi",46.111674,11.306197,0
696,"Marcheli-Bivio Borti E Cont",46.117554,11.310066,0
700,"Palù Del F.-Loc. Sigismondi",46.129804,11.344495,0
702,"Palu' Del Fersina",46.129731,11.352867,0
712,"P.So S.Pellegrino-Segg.Cost.",46.378743,11.784393,0
715,"P.So S.Pellegrino-Fun.C.Mar.",46.379108,11.802051,0
720,"Falcade-Via Serafini",46.35506,11.866761,0
734,"Padergnone",46.062089,10.988852,0
739,"Sarche-Maso Caffaro",46.046073,10.945217,0
3959,"Tesero-Via Roma",46.289215,11.502906,0
742,"Ponte Arche-Autost.",46.035587,10.873617,0
748,"Ponte Ragoli-Ss.237-Dir. Saone",46.049764,10.785625,0
754,"Zuclo Bivio-Segheria Tonello",46.038713,10.744446,0
757,"Tione-Autostazione",46.033132,10.726114,0
762,"Iavrè-Artigianato",46.070709,10.713789,0
936,"Canezza-Loc. Pinterhof",46.078874,11.283443,0
765,"Vigo Rendena-Biv.Val S.Val.",46.082037,10.722143,0
769,"Spiazzo Rendena",46.103133,10.737692,0
772,"Strembo-Bivio Bocenago",46.118283,10.752807,0
670,"Scancio di Segonzano-Snack Bar",46.191607,11.258893,0
781,"Carisolo-Pinemonte Basso",46.188013,10.772362,0
784,"S.Antonio di M.-Vigili Fuoco",46.190111,10.78614,0
807,"Madonna di C.-Loc.Fontanella",46.208587,10.819861,0
811,"S.Antonio di M.-Vigili Fuoco",46.19003,10.785593,0
816,"Giustino-Hotel Royal",46.153492,10.766254,0
821,"Borzago",46.098884,10.73479,0
824,"Vigo Rendena",46.078901,10.719153,0
829,"Tione-Via Circonvallaz.",46.040014,10.727518,0
832,"Covelo-Via N.Pooli",46.096643,11.018074,0
833,"Covelo",46.09829,11.019005,0
836,"Monte Terlago-P.Zza",46.109656,11.037895,0
851,"Zuclo Bivio-Segh. Tonello",46.03851,10.744194,0
855,"Ragoli-Pez",46.05094,10.780061,0
868,"Tione-Bar Arno'",46.034257,10.733257,0
890,"Montagne Cort",46.050723,10.753627,0
896,"Fraveggio Bivio",46.078617,10.993865,0
901,"Margone",46.068219,10.963864,0
909,"Borgo Valsugana-C.Intermodale",46.05246,11.463496,0
910,"Borgo Vals.-Ospedale",46.056441,11.464242,0
939,"Levico Terme-Autostazione",46.010161,11.298858,0
2808,"Pergolese-V.Dell'agricoltura",46.032987,10.959916,0
1031,"Frassilongo-Maso Doss Hecchi",46.092488,11.302722,0
2811,"Palù Del F.-Loc.Tolar Civ. 69",46.130616,11.357967,0
2817,"Canal S.Bovo-Loc. Giaroni",46.161766,11.71431,0
2827,"Mezzomonte-Az. Agricola",45.919873,11.141608,0
2830,"Fai Paganella-A.Stella Alpina",46.180891,11.071658,0
2838,"Coredo-Distributore Repsol",46.347121,11.079379,0
2847,"S.Michele A/Adige",46.193212,11.13322,0
2899,"Trento Nord",46.095106,11.116921,0
2941,"S.Michele A/A.-Ist. Agrario",46.194089,11.135444,0
3039,"Castelir di Bellamonte",46.312766,11.687638,0
3155,"Pranzo Via Dei Castagni",45.924838,10.817236,0
877,"Viote",46.021402,11.041172,0
1628,"Agrone",45.955368,10.650607,0
881,"Trento-Loc.Conotter",46.07676,11.099989,0
912,"Castelnuovo-Malerba",46.053807,11.481145,0
915,"Agnedo-Incrocio",46.051,11.52501,0
918,"Agnedo-Via Per Ospedaletto 8",46.046836,11.542288,0
922,"Ospedaletto-Via Pradenella",46.03387,11.573069,0
928,"Belvederi di Grigno",46.001081,11.665287,0
932,"Primolano-Alb.Giardino",45.965203,11.70706,0
943,"Regnana Biv.-Dopo A.Costalta",46.159984,11.300172,0
3244,"Bocenago-Paese",46.120707,10.760843,0
947,"Olle-Trattoria Alla Croce",46.04159,11.460248,0
950,"Pergine V.-Via Rosmini 19",46.060945,11.232468,0
954,"Maso Colpi Bivio Via Tiglio",45.997669,11.318198,0
966,"Levico Terme-Cimitero",46.008855,11.316263,0
970,"Novaledo-Via Roati",46.027411,11.374066,0
972,"Marter-Loc.Angeli",46.030565,11.388362,0
975,"Roncegno Terme",46.049671,11.411174,0
978,"Scurelle",46.065058,11.506674,0
981,"Strigno-Bivio Ivano Fracena",46.061558,11.523764,0
988,"Bieno-Via Roma",46.081287,11.55899,0
992,"Pieve Tesino-Case Itea",46.068561,11.605522,0
998,"Pieve Tesino",46.068073,11.609935,0
1001,"Castello T.-Via Baili",46.06429,11.62888,0
1711,"Bezzecca-Scuole",45.894714,10.720104,0
1004,"Pergine Via Al Lago",46.054929,11.235858,0
1008,"Calceranica-Bar Floris",46.006556,11.241153,0
1011,"Caldonazzo",45.993374,11.260641,0
1014,"Levico T.-Rist. Brenta",46.006387,11.291849,0
1018,"Calceranica Al Lago",46.004026,11.243466,0
1021,"Pergine V.-Via Al Lago Civ 17",46.053382,11.235382,0
2157,"Tesero-Loc. Pesa",46.305819,11.504988,0
1028,"Pergine V.",46.061538,11.237586,0
1712,"Locca",45.900381,10.725642,0
1037,"Pergine V.-Via Regensburger",46.064432,11.242028,0
1038,"Pergine V.-V.Regensb/Bellini",46.067887,11.23969,0
1042,"Vigalzano-Via Del Sgualdi",46.07979,11.226832,0
1046,"Madrano-Alb.Madrano",46.08556,11.214964,0
1050,"Impianti Tognola",46.254704,11.800066,0
1055,"Fiera di P. Via Roma 2",46.177663,11.831366,0
1059,"Mezzano-Albergo Salgetti",46.156242,11.814595,0
1595,"Cimego",45.911927,10.6144,0
4003,"Romeno-Civ. 38",46.399287,11.127024,0
1079,"Feltre-Staz. Fs",46.012749,11.910851,0
1085,"Masi di Imer",46.145367,11.786083,0
1091,"Impianti Tognola",46.254564,11.800643,0
1094,"Canal S.Bovo-Somprà",46.159542,11.72758,0
1098,"Ronco-Bivio Gasperoi",46.141878,11.71719,0
1103,"Levico Terme-Staz. Fs",46.005879,11.305009,0
